!SIL	SIL
<SPOKEN_NOISE>	SPN
알찬	f11 m0 e7 f14 m0 e3 
알천	f11 m0 e7 f14 m4 e3 
알캠핑	f11 m0 e7 f15 m1 e15 f17 m20 e20 
알콜	f11 m0 e7 f15 m8 e7 
알콩이	f11 m0 e7 f15 m8 e20 f11 m20 
알탕	f11 m0 e7 f16 m0 e20 
알테어	f11 m0 e7 f16 m5 f11 m4 
알텍	f11 m0 e7 f16 m5 e0 
알토	f11 m0 e7 f16 m8 
알톤자전거	f11 m0 e7 f16 m8 e3 f12 m0 f12 m4 e3 f0 m4 
알티	f11 m0 e7 f16 m20 
알티우라	f11 m0 e7 f16 m20 f11 m13 f5 m0 
알파	f11 m0 e7 f17 m0 
알파문구	f11 m0 e7 f17 m0 f6 m13 e3 f0 m13 
알파문구점	f11 m0 e7 f17 m0 f6 m13 e3 f0 m13 f12 m4 e15 
알파카에게	f11 m0 e7 f17 m0 f15 m0 f11 m5 f0 m5 
알펜시아	f11 m0 e7 f17 m5 e3 f9 m20 f11 m0 
알펜시아cc	f11 m0 e7 f17 m5 e3 f9 m20 f11 m0 c c 
알펜시아리조트	f11 m0 e7 f17 m5 e3 f9 m20 f11 m0 f5 m20 f12 m8 f16 m18 
알프스	f11 m0 e7 f17 m18 f9 m18 
알프스cc	f11 m0 e7 f17 m18 f9 m18 c c 
암	f11 m0 e15 
암남공원	f11 m0 e15 f2 m0 e15 f0 m8 e20 f11 m14 e3 
암남동	f11 m0 e15 f2 m0 e15 f3 m8 e20 
암덩이	f11 m0 e15 f3 m4 e20 f11 m20 
암병동	f11 m0 e15 f7 m6 e20 f3 m8 e20 
암병원	f11 m0 e15 f7 m6 e20 f11 m14 e3 
암사	f11 m0 e15 f9 m0 
암사동	f11 m0 e15 f9 m0 f3 m8 e20 
암사슴에게	f11 m0 e15 f9 m0 f9 m18 e15 f11 m5 f0 m5 
암사역	f11 m0 e15 f9 m0 f11 m6 e0 
암새들	f11 m0 e15 f9 m1 f3 m18 e7 
암센타	f11 m0 e15 f9 m5 e3 f16 m0 
암센터	f11 m0 e15 f9 m5 e3 f16 m4 
암소	f11 m0 e15 f9 m8 
암소마을	f11 m0 e15 f9 m8 f6 m0 f11 m18 e7 
암소서울	f11 m0 e15 f9 m8 f9 m4 f11 m13 e7 
암웨이	f11 m0 e15 f11 m15 f11 m20 
암태면	f11 m0 e15 f16 m1 f6 m6 e3 
압구정	f11 m0 e16 f0 m13 f12 m4 e20 
압구정동	f11 m0 e16 f0 m13 f12 m4 e20 f3 m8 e20 
압구정로	f11 m0 e16 f0 m13 f12 m4 e20 f5 m8 
압구정로데오	f11 m0 e16 f0 m13 f12 m4 e20 f5 m8 f3 m5 f11 m8 
압구정로데오거리	f11 m0 e16 f0 m13 f12 m4 e20 f5 m8 f3 m5 f11 m8 f0 m4 f5 m20 
압구정역	f11 m0 e16 f0 m13 f12 m4 e20 f11 m6 e0 
압구정역교차로	f11 m0 e16 f0 m13 f12 m4 e20 f11 m6 e0 f0 m12 f14 m0 f5 m8 
압구정점	f11 m0 e16 f0 m13 f12 m4 e20 f12 m4 e15 
압구정중학교	f11 m0 e16 f0 m13 f12 m4 e20 f12 m13 e20 f18 m0 e0 f0 m12 
압량면	f11 m0 e16 f5 m2 e20 f6 m6 e3 
압량읍	f11 m0 e16 f5 m2 e20 f11 m18 e16 
압력	f11 m0 e16 f5 m6 e0 
압력밥솥	f11 m0 e16 f5 m6 e0 f7 m0 e16 f9 m8 e24 
압록	f11 m0 e16 f5 m8 e0 
압해도	f11 m0 e16 f18 m1 f3 m8 
압해면	f11 m0 e16 f18 m1 f6 m6 e3 
압해읍사무소	f11 m0 e16 f18 m1 f11 m18 e16 f9 m0 f6 m13 f9 m8 
앗선	f11 m0 e18 f9 m4 e3 
앙돈	f11 m0 e20 f3 m8 e3 
앙부와즈	f11 m0 e20 f7 m13 f11 m9 f12 m18 
앙성	f11 m0 e20 f9 m4 e20 
앙성면	f11 m0 e20 f9 m4 e20 f6 m6 e3 
앙슈앙	f11 m0 e20 f9 m17 f11 m0 e20 
앙카	f11 m0 e20 f15 m0 
앙코르	f11 m0 e20 f15 m8 f5 m18 
앙큼에게	f11 m0 e20 f15 m18 e15 f11 m5 f0 m5 
앙큼이에게	f11 m0 e20 f15 m18 e15 f11 m20 f11 m5 f0 m5 
앙토	f11 m0 e20 f16 m8 
앙토남카렘	f11 m0 e20 f16 m8 f2 m0 e15 f15 m0 f5 m5 e15 
앙푸	f11 m0 e20 f17 m13 
앞	f11 m0 e25 
앞문	f11 m0 e25 f6 m13 e3 
앞사거리	f11 m0 e25 f9 m0 f0 m4 f5 m20 
앞산	f11 m0 e25 f9 m0 e3 
앞산순환로87길	f11 m0 e25 f9 m0 e3 f9 m13 e3 f18 m9 e3 f5 m8 8 7 f0 m20 e7 
앞에	f11 m0 e25 f11 m5 
앞유리	f11 m0 e25 f11 m17 f5 m20 
앞유리에	f11 m0 e25 f11 m17 f5 m20 f11 m5 
앞잡이에게	f11 m0 e25 f12 m0 e16 f11 m20 f11 m5 f0 m5 
앞좌석	f11 m0 e25 f12 m9 f9 m4 e0 
애가	f11 m1 f0 m0 
애견	f11 m1 f0 m6 e3 
애견샵	f11 m1 f0 m6 e3 f9 m2 e16 
애견센터	f11 m1 f0 m6 e3 f9 m5 e3 f16 m4 
애경백화점	f11 m1 f0 m6 e20 f7 m1 e0 f18 m9 f12 m4 e15 
애경빌딩	f11 m1 f0 m6 e20 f7 m20 e7 f3 m20 e20 
애교	f11 m1 f0 m12 
애교쟁이	f11 m1 f0 m12 f12 m1 e20 f11 m20 
애기	f11 m1 f0 m20 
애기봉	f11 m1 f0 m20 f7 m8 e20 
애기씨에게	f11 m1 f0 m20 f10 m20 f11 m5 f0 m5 
애기에게	f11 m1 f0 m20 f11 m5 f0 m5 
애나	f11 m1 f2 m0 
애너리스	f11 m1 f2 m4 f5 m20 f9 m18 
애니	f11 m1 f2 m20 
애니골	f11 m1 f2 m20 f0 m8 e7 
애니멀	f11 m1 f2 m20 f6 m4 e7 
애니메이션	f11 m1 f2 m20 f6 m5 f11 m20 f9 m6 e3 
애니젠	f11 m1 f2 m20 f12 m5 e3 
애니카	f11 m1 f2 m20 f15 m0 
애니카랜드	f11 m1 f2 m20 f15 m0 f5 m1 e3 f3 m18 
애니콜	f11 m1 f2 m20 f15 m8 e7 
애니통	f11 m1 f2 m20 f16 m8 e20 
애듀	f11 m1 f3 m17 
애드	f11 m1 f3 m18 
애드슈가	f11 m1 f3 m18 f9 m17 f0 m0 
애드파	f11 m1 f3 m18 f17 m0 
애들	f11 m1 f3 m18 e7 
애디언트	f11 m1 f3 m20 f11 m4 e3 f16 m18 
애딩	f11 m1 f3 m20 e20 
애땅	f11 m1 f4 m0 e20 
애뜨락	f11 m1 f4 m18 f5 m0 e0 
애뜰점	f11 m1 f4 m18 e7 f12 m4 e15 
애란	f11 m1 f5 m0 e3 
애마	f11 m1 f6 m0 
애막골	f11 m1 f6 m0 e0 f0 m8 e7 
애미	f11 m1 f6 m20 
애비뉴	f11 m1 f7 m20 f2 m17 
애비진향에게	f11 m1 f7 m20 f12 m20 e3 f18 m2 e20 f11 m5 f0 m5 
애산군	f11 m1 f9 m0 e3 f0 m13 e3 
애성케미칼	f11 m1 f9 m4 e20 f15 m5 f6 m20 f15 m0 e7 
애솜	f11 m1 f9 m8 e15 
애송이에게	f11 m1 f9 m8 e20 f11 m20 f11 m5 f0 m5 
애숙	f11 m1 f9 m13 e0 
애숙이	f11 m1 f9 m13 e0 f11 m20 
애슐리	f11 m1 f9 m17 e7 f5 m20 
애양	f11 m1 f11 m2 e20 
애양병원	f11 m1 f11 m2 e20 f7 m6 e20 f11 m14 e3 
애양원	f11 m1 f11 m2 e20 f11 m14 e3 
애엄마에게	f11 m1 f11 m4 e15 f6 m0 f11 m5 f0 m5 
애연	f11 m1 f11 m6 e3 
애오개역	f11 m1 f11 m8 f0 m1 f11 m6 e0 
애월	f11 m1 f11 m14 e7 
애월길	f11 m1 f11 m14 e7 f0 m20 e7 
애월로13길	f11 m1 f11 m14 e7 f5 m8 1 3 f0 m20 e7 
애월리	f11 m1 f11 m14 e7 f5 m20 
애월읍	f11 m1 f11 m14 e7 f11 m18 e16 
애월항	f11 m1 f11 m14 e7 f18 m0 e20 
애월해안도로	f11 m1 f11 m14 e7 f18 m1 f11 m0 e3 f3 m8 f5 m8 
애인	f11 m1 f11 m20 e3 
애인에게	f11 m1 f11 m20 e3 f11 m5 f0 m5 
애인한테	f11 m1 f11 m20 e3 f18 m0 e3 f16 m5 
애정요양병원	f11 m1 f12 m4 e20 f11 m12 f11 m2 e20 f7 m6 e20 f11 m14 e3 
애조로	f11 m1 f12 m8 f5 m8 
애진	f11 m1 f12 m20 e3 
애쭈라인	f11 m1 f13 m13 f5 m0 f11 m20 e3 
애터미	f11 m1 f16 m4 f6 m20 
애티길	f11 m1 f16 m20 f0 m20 e7 
애플	f11 m1 f17 m18 e7 
애플망고	f11 m1 f17 m18 e7 f6 m0 e20 f0 m8 
애플스토어	f11 m1 f17 m18 e7 f9 m18 f16 m8 f11 m4 
애플아울렛	f11 m1 f17 m18 e7 f11 m0 f11 m13 e7 f5 m5 e18 
애플에게	f11 m1 f17 m18 e7 f11 m5 f0 m5 
애플하우스	f11 m1 f17 m18 e7 f18 m0 f11 m13 f9 m18 
애현로	f11 m1 f18 m6 e3 f5 m8 
액정	f11 m1 e0 f12 m4 e20 
액티브짐	f11 m1 e0 f16 m20 f7 m18 f12 m20 e15 
앤	f11 m1 e3 
앤드	f11 m1 e3 f3 m18 
앤드로이	f11 m1 e3 f3 m18 f5 m8 f11 m20 
앤베어스	f11 m1 e3 f7 m5 f11 m4 f9 m18 
앤비	f11 m1 e3 f7 m20 
앤앤비랩	f11 m1 e3 f11 m1 e3 f7 m20 f5 m1 e16 
앤유	f11 m1 e3 f11 m17 
앤이	f11 m1 e3 f11 m20 
앤트러사이트	f11 m1 e3 f16 m18 f5 m4 f9 m0 f11 m20 f16 m18 
앤틱	f11 m1 e3 f16 m20 e0 
앨리에게	f11 m1 e7 f5 m20 f11 m5 f0 m5 
앨리에잇	f11 m1 e7 f5 m20 f11 m5 f11 m20 e18 
앰버서더	f11 m1 e15 f7 m4 f9 m4 f3 m4 
앱클론	f11 m1 e16 f15 m18 e7 f5 m8 e3 
앳	f11 m1 e18 
앵고개길	f11 m1 e20 f0 m8 f0 m1 f0 m20 e7 
앵골터	f11 m1 e20 f0 m8 e7 f16 m4 
앵그리	f11 m1 e20 f0 m18 f5 m20 
앵글	f11 m1 e20 f0 m18 e7 
앵도	f11 m1 e20 f3 m8 
앵두	f11 m1 e20 f3 m13 
앵무리	f11 m1 e20 f6 m13 f5 m20 
앵성1길	f11 m1 e20 f9 m4 e20 1 f0 m20 e7 
앵자	f11 m1 e20 f12 m0 
앵주에게	f11 m1 e20 f12 m13 f11 m5 f0 m5 
야	f11 m2 
야구	f11 m2 f0 m13 
야구장	f11 m2 f0 m13 f12 m0 e20 
야구존	f11 m2 f0 m13 f12 m8 e3 
야니에게	f11 m2 f2 m20 f11 m5 f0 m5 
야당동	f11 m2 f3 m0 e20 f3 m8 e20 
야당역	f11 m2 f3 m0 e20 f11 m6 e0 
야당회밀리	f11 m2 f3 m0 e20 f18 m11 f6 m20 e7 f5 m20 
야로수길	f11 m2 f5 m8 f9 m13 f0 m20 e7 
야리로	f11 m2 f5 m20 f5 m8 
야무진	f11 m2 f6 m13 f12 m20 e3 
야미도선착장	f11 m2 f6 m20 f3 m8 f9 m4 e3 f14 m0 e0 f12 m0 e20 
야미리	f11 m2 f6 m20 f5 m20 
야뿌뿌에게	f11 m2 f8 m13 f8 m13 f11 m5 f0 m5 
야사	f11 m2 f9 m0 
야생차	f11 m2 f9 m1 e20 f14 m0 
야생화일기	f11 m2 f9 m1 e20 f18 m9 f11 m20 e7 f0 m20 
야시장	f11 m2 f9 m20 f12 m0 e20 
야식	f11 m2 f9 m20 e0 
야영장	f11 m2 f11 m6 e20 f12 m0 e20 
야옹	f11 m2 f11 m8 e20 
야옹아	f11 m2 f11 m8 e20 f11 m0 
야외음악당로	f11 m2 f11 m11 f11 m18 e15 f11 m0 e0 f3 m0 e20 f5 m8 
야용사	f11 m2 f11 m12 e20 f9 m0 
야우리	f11 m2 f11 m13 f5 m20 
야음	f11 m2 f11 m18 e15 
야음동	f11 m2 f11 m18 e15 f3 m8 e20 
야음시장	f11 m2 f11 m18 e15 f9 m20 f12 m0 e20 
야음점	f11 m2 f11 m18 e15 f12 m4 e15 
야자	f11 m2 f12 m0 
야적장	f11 m2 f12 m4 e0 f12 m0 e20 
야쿠르트	f11 m2 f15 m13 f5 m18 f16 m18 
야키토리	f11 m2 f15 m20 f16 m8 f5 m20 
야탑	f11 m2 f16 m0 e16 
야탑고등학교	f11 m2 f16 m0 e16 f0 m8 f3 m18 e20 f18 m0 e0 f0 m12 
야탑동	f11 m2 f16 m0 e16 f3 m8 e20 
야탑로	f11 m2 f16 m0 e16 f5 m8 
야탑역	f11 m2 f16 m0 e16 f11 m6 e0 
야호	f11 m2 f18 m8 
야호캠핑	f11 m2 f18 m8 f15 m1 e15 f17 m20 e20 
약국	f11 m2 e0 f0 m13 e0 
약국에게	f11 m2 e0 f0 m13 e0 f11 m5 f0 m5 
약국이나	f11 m2 e0 f0 m13 e0 f11 m20 f2 m0 
약국장	f11 m2 e0 f0 m13 e0 f12 m0 e20 
약대	f11 m2 e0 f3 m1 
약대사거리	f11 m2 e0 f3 m1 f9 m0 f0 m4 f5 m20 
약대점	f11 m2 e0 f3 m1 f12 m4 e15 
약돌	f11 m2 e0 f3 m8 e7 
약령길	f11 m2 e0 f5 m6 e20 f0 m20 e7 
약목면사무소	f11 m2 e0 f6 m8 e0 f6 m6 e3 f9 m0 f6 m13 f9 m8 
약목에	f11 m2 e0 f6 m8 e0 f11 m5 
약목역	f11 m2 e0 f6 m8 e0 f11 m6 e0 
약사	f11 m2 e0 f9 m0 
약사고등학교	f11 m2 e0 f9 m0 f0 m8 f3 m18 e20 f18 m0 e0 f0 m12 
약사동	f11 m2 e0 f9 m0 f3 m8 e20 
약사에게	f11 m2 e0 f9 m0 f11 m5 f0 m5 
약사여래불	f11 m2 e0 f9 m0 f11 m6 f5 m1 f7 m13 e7 
약산	f11 m2 e0 f9 m0 e3 
약선	f11 m2 e0 f9 m4 e3 
약선명가	f11 m2 e0 f9 m4 e3 f6 m6 e20 f0 m0 
약속	f11 m2 e0 f9 m8 e0 
약속의	f11 m2 e0 f9 m8 e0 f11 m19 
약손명가	f11 m2 e0 f9 m8 e3 f6 m6 e20 f0 m0 
약손한의원	f11 m2 e0 f9 m8 e3 f18 m0 e3 f11 m19 f11 m14 e3 
약수	f11 m2 e0 f9 m13 
약수가든	f11 m2 e0 f9 m13 f0 m0 f3 m18 e3 
약수동	f11 m2 e0 f9 m13 f3 m8 e20 
약수시장	f11 m2 e0 f9 m13 f9 m20 f12 m0 e20 
약수역	f11 m2 e0 f9 m13 f11 m6 e0 
약수정모텔	f11 m2 e0 f9 m13 f12 m4 e20 f6 m8 f16 m5 e7 
약수초등학교	f11 m2 e0 f9 m13 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12 
약수촌	f11 m2 e0 f9 m13 f14 m8 e3 
약수탕	f11 m2 e0 f9 m13 f16 m0 e20 
약수터	f11 m2 e0 f9 m13 f16 m4 
약수터길	f11 m2 e0 f9 m13 f16 m4 f0 m20 e7 
약암	f11 m2 e0 f11 m0 e15 
약전골목	f11 m2 e0 f12 m4 e3 f0 m8 e7 f6 m8 e0 
약지	f11 m2 e0 f12 m20 
약초	f11 m2 e0 f14 m8 
약품	f11 m2 e0 f17 m13 e15 
약품에게	f11 m2 e0 f17 m13 e15 f11 m5 f0 m5 
약하게	f11 m2 e0 f18 m0 f0 m5 
얀스	f11 m2 e3 f9 m18 
얌	f11 m2 e15 
얌샘	f11 m2 e15 f9 m1 e15 
양	f11 m2 e20 
양감면	f11 m2 e20 f0 m0 e15 f6 m6 e3 
양감면사무소	f11 m2 e20 f0 m0 e15 f6 m6 e3 f9 m0 f6 m13 f9 m8 
양건홍	f11 m2 e20 f0 m4 e3 f18 m8 e20 
양경일에게	f11 m2 e20 f0 m6 e20 f11 m20 e7 f11 m5 f0 m5 
양고기	f11 m2 e20 f0 m8 f0 m20 
양곡	f11 m2 e20 f0 m8 e0 
양곡2로	f11 m2 e20 f0 m8 e0 2 f5 m8 
양곡3로	f11 m2 e20 f0 m8 e0 3 f5 m8 
양곡도서관	f11 m2 e20 f0 m8 e0 f3 m8 f9 m4 f0 m9 e3 
양곡리	f11 m2 e20 f0 m8 e0 f5 m20 
양곡면사무소	f11 m2 e20 f0 m8 e0 f6 m6 e3 f9 m0 f6 m13 f9 m8 
양곱창	f11 m2 e20 f0 m8 e16 f14 m0 e20 
양과점	f11 m2 e20 f0 m9 f12 m4 e15 
양교리	f11 m2 e20 f0 m12 f5 m20 
양구	f11 m2 e20 f0 m13 
양구읍	f11 m2 e20 f0 m13 f11 m18 e16 
양구터미널	f11 m2 e20 f0 m13 f16 m4 f6 m20 f2 m4 e7 
양국	f11 m2 e20 f0 m13 e0 
양군에게	f11 m2 e20 f0 m13 e3 f11 m5 f0 m5 
양귀비에게	f11 m2 e20 f0 m16 f7 m20 f11 m5 f0 m5 
양규석에게	f11 m2 e20 f0 m17 f9 m4 e0 f11 m5 f0 m5 
양근강변길	f11 m2 e20 f0 m18 e3 f0 m0 e20 f7 m6 e3 f0 m20 e7 
양근로	f11 m2 e20 f0 m18 e3 f5 m8 
양근리	f11 m2 e20 f0 m18 e3 f5 m20 
양기열	f11 m2 e20 f0 m20 f11 m6 e7 
양꼬치	f11 m2 e20 f1 m8 f14 m20 
양남	f11 m2 e20 f2 m0 e15 
양남면	f11 m2 e20 f2 m0 e15 f6 m6 e3 
양남사거리	f11 m2 e20 f2 m0 e15 f9 m0 f0 m4 f5 m20 
양남중학교	f11 m2 e20 f2 m0 e15 f12 m13 e20 f18 m0 e0 f0 m12 
양녕로	f11 m2 e20 f2 m6 e20 f5 m8 
양노남길	f11 m2 e20 f2 m8 f2 m0 e15 f0 m20 e7 
양노리	f11 m2 e20 f2 m8 f5 m20 
양다끄	f11 m2 e20 f3 m0 f1 m18 
양달가든	f11 m2 e20 f3 m0 e7 f0 m0 f3 m18 e3 
양달수	f11 m2 e20 f3 m0 e7 f9 m13 
양대	f11 m2 e20 f3 m1 
양대리	f11 m2 e20 f3 m1 f5 m20 
양대창	f11 m2 e20 f3 m1 f14 m0 e20 
양대천	f11 m2 e20 f3 m1 f14 m4 e3 
양대하	f11 m2 e20 f3 m1 f18 m0 
양대화	f11 m2 e20 f3 m1 f18 m9 
양대희	f11 m2 e20 f3 m1 f18 m19 
양덕	f11 m2 e20 f3 m4 e0 
양덕동	f11 m2 e20 f3 m4 e0 f3 m8 e20 
양덕로	f11 m2 e20 f3 m4 e0 f5 m8 
양덕분교	f11 m2 e20 f3 m4 e0 f7 m13 e3 f0 m12 
양덕점	f11 m2 e20 f3 m4 e0 f12 m4 e15 
양돈	f11 m2 e20 f3 m8 e3 
양동	f11 m2 e20 f3 m8 e20 
양동근	f11 m2 e20 f3 m8 e20 f0 m18 e3 
양동길	f11 m2 e20 f3 m8 e20 f0 m20 e7 
양동로	f11 m2 e20 f3 m8 e20 f5 m8 
양동리	f11 m2 e20 f3 m8 e20 f5 m20 
양동마을	f11 m2 e20 f3 m8 e20 f6 m0 f11 m18 e7 
양동면	f11 m2 e20 f3 m8 e20 f6 m6 e3 
양동시장	f11 m2 e20 f3 m8 e20 f9 m20 f12 m0 e20 
양동식	f11 m2 e20 f3 m8 e20 f9 m20 e0 
양동원에게	f11 m2 e20 f3 m8 e20 f11 m14 e3 f11 m5 f0 m5 
양동통닭	f11 m2 e20 f3 m8 e20 f16 m8 e20 f3 m0 e8 
양두호에게	f11 m2 e20 f3 m13 f18 m8 f11 m5 f0 m5 
양떼목장	f11 m2 e20 f4 m5 f6 m8 e0 f12 m0 e20 
양띠	f11 m2 e20 f4 m20 
양락	f11 m2 e20 f5 m0 e0 
양령리	f11 m2 e20 f5 m6 e20 f5 m20 
양로원	f11 m2 e20 f5 m8 f11 m14 e3 
양림	f11 m2 e20 f5 m20 e15 
양림동	f11 m2 e20 f5 m20 e15 f3 m8 e20 
양림제과	f11 m2 e20 f5 m20 e15 f12 m5 f0 m9 
양마순에게	f11 m2 e20 f6 m0 f9 m13 e3 f11 m5 f0 m5 
양만	f11 m2 e20 f6 m0 e3 
양말순에게	f11 m2 e20 f6 m0 e7 f9 m13 e3 f11 m5 f0 m5 
양명숙	f11 m2 e20 f6 m6 e20 f9 m13 e0 
양명숙에게	f11 m2 e20 f6 m6 e20 f9 m13 e0 f11 m5 f0 m5 
양명희	f11 m2 e20 f6 m6 e20 f18 m19 
양문	f11 m2 e20 f6 m13 e3 
양문리	f11 m2 e20 f6 m13 e3 f5 m20 
양미숙에게	f11 m2 e20 f6 m20 f9 m13 e0 f11 m5 f0 m5 
양미에게	f11 m2 e20 f6 m20 f11 m5 f0 m5 
양미영	f11 m2 e20 f6 m20 f11 m6 e20 
양미옥	f11 m2 e20 f6 m20 f11 m8 e0 
양미옥에게	f11 m2 e20 f6 m20 f11 m8 e0 f11 m5 f0 m5 
양미혜	f11 m2 e20 f6 m20 f18 m7 
양방산	f11 m2 e20 f7 m0 e20 f9 m0 e3 
양벌리	f11 m2 e20 f7 m4 e7 f5 m20 
양변리	f11 m2 e20 f7 m6 e3 f5 m20 
양병글에게	f11 m2 e20 f7 m6 e20 f0 m18 e7 f11 m5 f0 m5 
양병원	f11 m2 e20 f7 m6 e20 f11 m14 e3 
양병희에게	f11 m2 e20 f7 m6 e20 f18 m19 f11 m5 f0 m5 
양복점	f11 m2 e20 f7 m8 e0 f12 m4 e15 
양볼로	f11 m2 e20 f7 m8 e7 f5 m8 
양봉원	f11 m2 e20 f7 m8 e20 f11 m14 e3 
양빌라	f11 m2 e20 f7 m20 e7 f5 m0 
양사장	f11 m2 e20 f9 m0 f12 m0 e20 
양사장께	f11 m2 e20 f9 m0 f12 m0 e20 f1 m5 
양사초	f11 m2 e20 f9 m0 f14 m8 
양산	f11 m2 e20 f9 m0 e3 
양산cc	f11 m2 e20 f9 m0 e3 c c 
양산ic	f11 m2 e20 f9 m0 e3 i c 
양산남부시장	f11 m2 e20 f9 m0 e3 f2 m0 e15 f7 m13 f9 m20 f12 m0 e20 
양산대학교	f11 m2 e20 f9 m0 e3 f3 m1 f18 m0 e0 f0 m12 
양산도	f11 m2 e20 f9 m0 e3 f3 m8 
양산동	f11 m2 e20 f9 m0 e3 f3 m8 e20 
양산등기소	f11 m2 e20 f9 m0 e3 f3 m18 e20 f0 m20 f9 m8 
양산로	f11 m2 e20 f9 m0 e3 f5 m8 
양산면	f11 m2 e20 f9 m0 e3 f6 m6 e3 
양산보건소	f11 m2 e20 f9 m0 e3 f7 m8 f0 m4 e3 f9 m8 
양산부산대학	f11 m2 e20 f9 m0 e3 f7 m13 f9 m0 e3 f3 m1 f18 m0 e0 
양산부산대학교병원	f11 m2 e20 f9 m0 e3 f7 m13 f9 m0 e3 f3 m1 f18 m0 e0 f0 m12 f7 m6 e20 f11 m14 e3 
양산부산대학병원	f11 m2 e20 f9 m0 e3 f7 m13 f9 m0 e3 f3 m1 f18 m0 e0 f7 m6 e20 f11 m14 e3 
양산불	f11 m2 e20 f9 m0 e3 f7 m13 e7 
양산세무서	f11 m2 e20 f9 m0 e3 f9 m5 f6 m13 f9 m4 
양산시	f11 m2 e20 f9 m0 e3 f9 m20 
양산시청	f11 m2 e20 f9 m0 e3 f9 m20 f14 m4 e20 
양산심천로	f11 m2 e20 f9 m0 e3 f9 m20 e15 f14 m4 e3 f5 m8 
양산에	f11 m2 e20 f9 m0 e3 f11 m5 
양산역	f11 m2 e20 f9 m0 e3 f11 m6 e0 
양산역5길	f11 m2 e20 f9 m0 e3 f11 m6 e0 5 f0 m20 e7 
양산점	f11 m2 e20 f9 m0 e3 f12 m4 e15 
양산중부점	f11 m2 e20 f9 m0 e3 f12 m13 e20 f7 m13 f12 m4 e15 
양산타운	f11 m2 e20 f9 m0 e3 f16 m0 f11 m13 e3 
양산타워	f11 m2 e20 f9 m0 e3 f16 m0 f11 m14 
양산택지소로	f11 m2 e20 f9 m0 e3 f16 m1 e0 f12 m20 f9 m8 f5 m8 
양산통도사	f11 m2 e20 f9 m0 e3 f16 m8 e20 f3 m8 f9 m0 
양산호수공원	f11 m2 e20 f9 m0 e3 f18 m8 f9 m13 f0 m8 e20 f11 m14 e3 
양상달	f11 m2 e20 f9 m0 e20 f3 m0 e7 
양상동	f11 m2 e20 f9 m0 e20 f3 m8 e20 
양상일치과	f11 m2 e20 f9 m0 e20 f11 m20 e7 f14 m20 f0 m9 
양상혁에게	f11 m2 e20 f9 m0 e20 f18 m6 e0 f11 m5 f0 m5 
양상현	f11 m2 e20 f9 m0 e20 f18 m6 e3 
양서	f11 m2 e20 f9 m4 
양서면	f11 m2 e20 f9 m4 f6 m6 e3 
양선명에게	f11 m2 e20 f9 m4 e3 f6 m6 e20 f11 m5 f0 m5 
양선희에게	f11 m2 e20 f9 m4 e3 f18 m19 f11 m5 f0 m5 
양성	f11 m2 e20 f9 m4 e20 
양성길에게	f11 m2 e20 f9 m4 e20 f0 m20 e7 f11 m5 f0 m5 
양성면	f11 m2 e20 f9 m4 e20 f6 m6 e3 
양성면사무소	f11 m2 e20 f9 m4 e20 f6 m6 e3 f9 m0 f6 m13 f9 m8 
양성직	f11 m2 e20 f9 m4 e20 f12 m20 e0 
양성훈에게	f11 m2 e20 f9 m4 e20 f18 m13 e3 f11 m5 f0 m5 
양세현에게	f11 m2 e20 f9 m5 f18 m6 e3 f11 m5 f0 m5 
양수	f11 m2 e20 f9 m13 
양수리	f11 m2 e20 f9 m13 f5 m20 
양수리수양관	f11 m2 e20 f9 m13 f5 m20 f9 m13 f11 m2 e20 f0 m9 e3 
양수리역	f11 m2 e20 f9 m13 f5 m20 f11 m6 e0 
양수발전소	f11 m2 e20 f9 m13 f7 m0 e7 f12 m4 e3 f9 m8 
양수에게	f11 m2 e20 f9 m13 f11 m5 f0 m5 
양수역	f11 m2 e20 f9 m13 f11 m6 e0 
양숙이에게	f11 m2 e20 f9 m13 e0 f11 m20 f11 m5 f0 m5 
양순이에게	f11 m2 e20 f9 m13 e3 f11 m20 f11 m5 f0 m5 
양순자	f11 m2 e20 f9 m13 e3 f12 m0 
양승권에게	f11 m2 e20 f9 m18 e20 f0 m14 e3 f11 m5 f0 m5 
양승모	f11 m2 e20 f9 m18 e20 f6 m8 
양승오	f11 m2 e20 f9 m18 e20 f11 m8 
양승용에게	f11 m2 e20 f9 m18 e20 f11 m12 e20 f11 m5 f0 m5 
양승원에게	f11 m2 e20 f9 m18 e20 f11 m14 e3 f11 m5 f0 m5 
양승주	f11 m2 e20 f9 m18 e20 f12 m13 
양승초	f11 m2 e20 f9 m18 e20 f14 m8 
양승필에게	f11 m2 e20 f9 m18 e20 f17 m20 e7 f11 m5 f0 m5 
양승호에게	f11 m2 e20 f9 m18 e20 f18 m8 f11 m5 f0 m5 
양시호	f11 m2 e20 f9 m20 f18 m8 
양식장	f11 m2 e20 f9 m20 e0 f12 m0 e20 
양씨네	f11 m2 e20 f10 m20 f2 m5 
양양	f11 m2 e20 f11 m2 e20 
양양공항	f11 m2 e20 f11 m2 e20 f0 m8 e20 f18 m0 e20 
양양군	f11 m2 e20 f11 m2 e20 f0 m13 e3 
양양군청	f11 m2 e20 f11 m2 e20 f0 m13 e3 f14 m4 e20 
